ID,ans
122,0.998184
123,0.999869
124,0.93114823
125,0.97840446
126,2.22995e-11
127,0.98208493
128,0.99631196
129,1.809609e-08
130,0.9995701
131,0.024212131
132,0.8421097
133,0.08867124
134,2.7166876e-05
135,0.9788664
136,4.670963e-10
137,0.9983859
138,1.275027e-08
139,0.15921207
140,0.2770278
141,0.9323939
142,0.999951
143,0.9996761
144,0.99973553
145,0.9849459
146,0.99986017
147,1.8219688e-09
148,0.99998665
149,0.9999608
150,7.921794e-06
151,0.9999893
152,0.9962186
153,0.9852123
154,0.16406699
155,0.99982697
156,0.9901563
157,1.3306998e-05
158,4.755049e-13
159,0.9955448
160,3.4071734e-16
161,3.6740938e-05
162,0.9989718
163,1.4500008e-09
164,4.9094902e-05
165,0.00059738004
166,7.724837e-16
167,3.074557e-06
168,4.6865318e-07
169,0.94809896
170,5.5709586e-07
171,6.993526e-06
172,7.862538e-07
173,5.816192e-17
174,0.99756926
175,0.9999615
176,0.005274642
177,0.00042614242
178,5.00596e-09
179,0.044313733
180,0.0057869586
181,0.99300766
182,0.0006611326
183,0.9913986
184,0.9999454
185,0.8014083
186,0.9681848
187,0.9308736
188,2.0310937e-07
189,0.9989605
190,0.021848768
191,1.0007706e-08
192,0.06146038
193,0.99818784
194,0.9988055
195,0.98986673
196,0.9995826
197,4.3207458e-16
198,8.0821055e-06
199,0.99996066
200,3.1724765e-05
201,0.8834628
202,0.9917161
203,0.9970687
204,0.9987947
205,4.2532915e-06
206,0.9996916
207,0.9613192
208,0.99969566
209,3.876379e-13
210,0.99670476
211,0.057857845
212,0.9922404
213,0.99930346
214,5.6320705e-08
215,5.725015e-06
216,0.999668
217,2.1175535e-11
218,0.5925559
219,0.99995863
220,0.9999968
221,0.9985493
222,0.0013609241
223,1.018307e-10
224,0.9997205
225,0.40757778
226,0.99943715
227,0.12078181
228,0.9970511
229,0.99685425
230,0.9971118
231,8.0157525e-09
232,0.9990151
233,2.8374495e-06
234,0.9998709
235,0.9969708
236,0.99610496
237,0.99615085
238,0.99752945
239,1.0864155e-05
240,5.281895e-06
241,0.99716103
242,0.1095783
243,7.98334e-05
244,0.9984559
245,0.9999975
246,0.06657737
247,3.8764473e-08
248,7.247798e-11
249,0.093583696
250,0.03990101
251,0.33756196
252,0.9997664
253,0.9868339
254,1.823448e-05
255,1.2127063e-06
256,2.4722828e-11
257,0.10858975
258,0.31154054
259,1.2859492e-05
260,0.00015563145
261,0.99993753
262,0.0918901
263,0.028442584
264,0.8664264
265,0.00085405784
266,0.006546815
267,0.0072453097
268,0.99505013
269,0.061303083
270,6.929157e-07
271,0.9996681
272,0.019072408
273,0.99980634
274,0.9888659
275,0.06873054
276,0.017333454
277,0.055738017
278,0.9991842
279,0.92313325
280,1.3849496e-09
281,2.747303e-12
282,0.5336091
283,0.9390192
284,0.99996555
285,0.0002477702
286,0.9945557
287,0.0010646787
288,0.06713383
289,0.9310728
290,0.5161369
291,0.99991226
292,1.0994923e-05
293,0.9920695
294,0.99926203
295,0.8451806
296,0.9985038
297,0.9992041
298,0.0024408358
299,1.591535e-07
300,1.3107491e-06
301,0.9938186
302,0.90735406
303,0.022452395
304,0.9998988
305,3.2161775e-12
306,0.0054510916
307,0.89606494
308,1.3169765e-05
309,7.299284e-18
310,0.0014125246
311,0.2654999
312,0.9993461
313,0.9928518
314,0.015912415
315,1.3924498e-18
316,0.99987113
317,0.16946986
318,8.563115e-09
319,0.9949838
320,0.000121627796
321,0.90165144
322,0.0026803203
323,0.0024332544
324,4.711336e-05
325,0.99639773
326,0.05274047
327,1.4486572e-07
328,0.00032492308
329,0.99987733
330,0.9900323
331,2.1671536e-07
332,0.99318475
333,1.2105512e-06
334,0.99978536
335,0.9998659
336,2.2588517e-13
337,0.0052061295
338,0.864124
339,0.9998242
340,0.082038574
341,1.6061651e-06
342,5.8294963e-10
343,0.9996935
344,0.058418673
345,8.751118e-06
346,0.0014547374
347,0.9967783
348,0.008286839
349,3.5200617e-05
350,0.998936
351,0.982357
352,0.846591
353,0.3609682
354,0.9997358
355,0.9993094
356,0.0033237878
357,0.99996626
358,2.0028157e-10
359,0.9977204
360,0.0007582776
361,0.1557657
362,0.9976648
363,0.00036415443
364,1.1314895e-08
365,0.06894142
366,0.99981886
367,0.9999887
368,0.528668
369,0.96341723
370,0.99999285
371,0.9992229
372,1.5464617e-05
373,8.865489e-13
374,0.99949336
375,0.99242413
376,0.99995255
377,0.9960991
378,0.99898
379,0.5152787
380,2.8706443e-08
381,3.909538e-06
382,1.0767622e-09
383,0.9993772
384,4.5405182e-10
385,0.99936146
386,0.97267014
387,0.99522334
388,0.36349335
389,0.9998068
390,0.001741966
391,0.0013874513
392,0.0015986353
393,0.72043383
394,0.24694642
395,0.000232209
396,6.376083e-08
397,0.9999449
398,0.9981523
399,4.825219e-08
400,0.9942544
401,0.9945404
402,3.1127078e-05
403,2.8478e-06
404,0.99532014
405,0.998814
406,0.97908735
407,0.9093201
408,0.00010414598
409,0.0112579195
410,3.2961643e-07
411,0.99142414
412,0.0081897
413,0.010504702
414,0.99988675
415,0.017363725
416,0.0013653815
417,0.99131507
418,0.02066093
419,0.99764097
420,4.490186e-06
421,0.022862645
422,0.00022207965
423,0.0007939636
424,0.017605627
425,0.0001085675
426,0.99369484
427,0.0060979
428,0.14741682
429,0.99839574
430,0.9519878
431,4.627812e-05
432,0.00015597181
433,1.9724814e-05
434,5.248361e-07
435,0.0001402344
436,0.99114275
437,0.20753722
438,2.0866044e-06
439,3.392286e-05
440,0.035286564
441,0.0001292884
442,4.1442668e-08
443,0.5612782
444,0.3260512
445,0.028678985
446,3.7012956e-05
447,0.9998536
448,0.97203344
449,1.8709325e-05
450,9.7476416e-11
451,1.8018163e-10
452,0.13900596
453,0.99474263
454,0.020648539
455,0.99791807
456,0.00037516953
457,0.9889803
458,0.11446419
459,0.99963164
460,0.9998877
461,0.00012092411
462,0.26399714
463,5.640149e-10
464,6.835279e-13
465,0.9991159
466,0.9996747
467,0.0006041112
468,0.9159373
469,0.98791414
470,0.99772495
471,0.00043226295
472,7.650894e-05
473,4.3214178e-14
474,0.99737227
475,0.99804604
476,0.99991906
477,0.07906787
478,1.6632234e-06
479,0.9975327
480,0.9596636
481,0.0044863033
482,1.647068e-07
483,0.9985489
484,4.0716086e-10
485,0.9991366
486,0.9997415
487,0.17778818
488,9.749408e-07
489,3.378958e-07
490,0.39647534
491,0.99963415
492,0.9962549
493,0.9929168
494,0.00092622463
495,1.3141057e-09
496,0.8208308
497,0.9995565
498,0.99235195
499,0.9998374
500,0.9980544
501,0.00020146524
502,0.999321
503,0.99997926
504,1.9765533e-11
505,0.0067117806
506,5.7220315e-11
507,0.9562852
508,0.44830224
509,0.28066343
510,2.1518605e-11
511,0.98667634
512,0.9897653
513,0.9893026
514,0.0031650823
515,0.009472546
516,0.9829882
517,6.436445e-23
518,0.9806471
519,0.00025238254
520,0.99987316
521,9.403826e-13
522,1.1094953e-14
523,0.97793615
524,0.6263351
525,3.392788e-17
526,0.9959479
527,1.4324008e-08
528,0.99592185
529,5.028072e-07
530,2.1759719e-07
531,4.3496766e-06
532,0.4665883
533,0.99002993
534,6.067123e-06
535,0.9994418
536,0.59415233
537,0.99978095
538,0.98171586
539,0.99991107
540,0.99881446
541,0.9218944
542,0.010055933
543,0.999931
544,0.0013080785
545,7.611073e-11
546,5.4895233e-10
547,0.97164774
548,0.9993037
549,0.00030336966
550,3.8708257e-07
551,0.017794061
552,5.27574e-10
553,0.00028481515
554,2.1320503e-11
555,0.1509843
556,7.7700115e-06
557,0.07698624
558,6.526057e-05
559,2.8496772e-06
560,0.9999912
561,9.294765e-09
562,4.807239e-09
563,0.9997861
564,0.99443495
565,0.7047777
566,0.8830186
567,0.0026853725
568,0.9999789
569,0.87179476
570,0.99974674
571,0.046155214
572,0.001190428
573,0.98845184
574,0.00030712286
575,3.7572652e-06
576,1.7785155e-11
577,0.00043306864
578,0.58244014
579,0.9606459
580,0.995401
581,4.9762486e-05
582,0.0013335057
583,0.28698397
584,0.29257268
585,0.96543705
586,1.8740413e-05
587,0.02363542
588,0.9856536
589,8.142501e-05
590,0.97641194
591,0.9986638
592,0.9995389
593,0.9999715
594,0.24066894
595,0.031714305
596,0.7522241
597,6.295933e-13
598,0.9999796
599,2.791701e-12
600,0.99661875
601,8.425856e-07
602,2.0297946e-09
603,7.891286e-07
604,0.9994981
605,6.190045e-07
606,0.70713794
607,0.62996775
608,0.99664235
609,0.9725108
610,0.99750465
611,0.009820439
612,0.9940428
613,0.010468484
614,1.573606e-10
615,0.99414355
616,8.319839e-11
617,0.9917352
618,0.9953941
619,0.021882059
620,0.9172404
621,7.0963623e-13
622,0.6957494
623,0.9860984
624,0.9999788
625,0.021118168
626,1.3239761e-08
627,2.1077167e-08
628,0.3183156
629,0.8368481
630,2.690077e-05
631,0.9981988
632,0.9902773
633,2.190424e-06
634,0.9916208
635,1.3956388e-09
636,0.9678067
637,0.48893243
638,1.2498572e-09
639,1.14738156e-10
640,0.09078404
641,0.99998
642,0.99917895
643,0.664366
644,0.058438063
645,0.99829775
646,0.92893684
647,0.022388898
648,5.258476e-07
649,0.9992518
650,0.983158
651,0.9939772
652,0.9964378
653,0.0034944988
654,0.49486682
655,0.99261343
656,0.0008118021
657,5.123012e-09
658,6.252735e-05
659,7.231749e-08
660,0.000775683
661,1.2841524e-12
662,3.641823e-05
663,0.15968525
664,0.02379427
665,0.008704478
666,0.15101431
667,0.0031112705
668,0.994572
669,1.1138878e-06
670,0.99871826
671,0.9999702
672,0.00654755
673,0.9000813
674,0.37361628
675,0.00080199377
676,5.8336944e-08
677,7.591459e-07
678,0.0008479216
679,0.9976987
680,0.05265284
681,9.670799e-09
682,0.005861553
683,3.9001034e-09
684,4.394988e-08
685,3.619742e-06
686,7.393284e-05
687,2.1585372e-05
688,0.980346
689,0.9999683
690,0.9994678
691,0.050888605
692,0.98314905
693,1.0665208e-05
694,0.9617229
695,0.9999881
696,1.844759e-07
697,1.8825574e-06
698,0.67722803
699,0.010529484
700,0.96154445
701,0.9852577
702,0.9999974
703,0.0017780141
704,0.9887396
705,0.7119215
706,3.4062045e-06
707,0.0021741716
708,0.22127216
709,1.1114705e-06
710,8.5296995e-07
711,0.9945005
712,0.99999416
713,0.99164844
714,0.43939567
715,0.03547553
716,4.7450685e-06
717,5.6142047e-15
718,0.9253159
719,0.98841864
720,0.99997354
721,2.023934e-09
722,1.1935262e-08
723,0.6739521
724,8.2197545e-08
725,2.1206487e-08
726,0.0074411314
727,2.850735e-07
728,0.054141916
729,0.9997452
730,0.99748635
731,0.02078412
732,0.00021662789
733,0.9889888
734,0.9021934
735,0.99966383
736,4.311845e-09
737,5.725342e-07
738,0.0002837846
739,0.108471975
740,0.9308743
741,0.21812698
742,0.0003982226
743,0.004571729
744,0.005293598
745,1.4107414e-13
746,6.3801036e-07
747,1.3102794e-05
748,2.3266244e-05
749,0.0032961424
750,5.235095e-13
751,0.92691237
752,0.9982796
753,0.0012755113
754,0.31883922
755,2.4113806e-15
756,0.9894432
757,0.998123
758,6.7295296e-08
759,0.9993436
760,0.023799943
761,0.9976725
762,0.00865489
763,0.9851009
764,0.9469857
765,3.3134872e-06
766,1.5245696e-05
767,0.9969708
768,3.0860214e-11
769,1.2205736e-07
770,0.05093369
771,0.9993825
772,0.99848133
773,0.98740596
774,0.9828341
775,0.9998197
776,1.8298106e-10
777,0.96487445
778,0.9949398
779,0.00089893834
780,0.00019723391
781,0.9993451
782,5.0021636e-12
783,0.053010263
784,0.9942667
785,0.017161598
786,2.3986313e-06
787,0.00037934227
788,7.3878937e-06
789,0.0002023846
790,4.7070287e-07
791,0.9557646
792,1.2837921e-06
793,0.0063129254
794,0.59532505
795,0.9994863
796,0.9999391
797,0.97097516
798,0.91256243
799,5.775724e-07
800,0.98752403
801,1.828103e-12
802,9.519507e-05
803,0.9999782
804,0.999401
805,0.5870367
806,0.9858686
807,3.8005783e-08
808,0.009315816
809,0.99892694
810,7.4644305e-11
811,0.002362426
812,1.2852981e-05
813,0.99980897
814,4.4490307e-13
815,0.9957955
816,0.00040238837
817,0.10678859
818,7.819471e-09
819,0.9899721
820,0.99919945
821,1.4980219e-06
822,5.8611495e-05
823,0.9998073
824,2.1735555e-13
825,0.99929297
826,2.9835874e-05
827,0.9863305
828,0.5207971
829,0.9972542
830,1.3526183e-05
831,3.3540168e-06
832,0.0076776072
833,0.990575
834,0.9899373
835,0.89642125
836,0.00059021235
837,8.1121144e-08
838,0.00036565677
839,0.99977785
840,0.99116933
841,1.1398461e-12
842,3.1467914e-07
843,0.0005607474
844,0.012737685
845,1.18700405e-11
846,0.00016941139
847,0.17763741
848,0.030835174
849,0.9999287
850,0.9189501
851,3.4401044e-08
852,0.998982
853,0.1502167
854,2.0698693e-08
855,0.9970541
856,1.6561463e-08
857,0.99822897
858,0.0024200503
859,0.9610118
860,0.001638318
861,4.9826784e-05
862,0.00068649877
863,0.5371597
864,0.9991986
865,0.90401417
866,0.014739585
867,0.9744418
868,0.9877529
869,0.99977356
870,8.3026796e-05
871,0.9998429
872,0.99874264
873,0.2273442
874,5.7400943e-13
875,7.293796e-08
876,6.400782e-07
877,0.9990375
878,0.73559564
879,0.99391174
880,0.9388772
881,0.99925286
882,3.650641e-05
883,0.9987937
884,2.2514348e-06
885,0.16373792
886,0.9995402
887,4.9148163e-08
888,0.0004988382
889,0.7181174
890,0.014880256
891,0.05229249
892,0.08634569
893,0.99983585
894,0.0073926146
895,0.025541686
896,0.007262726
897,5.045985e-08
898,3.559154e-09
899,0.99822587
900,0.99989057
901,0.9981185
902,0.99644804
903,0.92634267
904,4.6142553e-14
905,0.00017756336
906,8.7859684e-05
907,0.97648686
908,9.050958e-07
909,0.9989157
910,0.99502593
911,0.0007596807
912,0.9974216
913,5.228952e-08
914,0.00014586563
915,0.12899886
916,1.5070061e-06
917,3.4974237e-13
918,0.012282574
919,0.019803122
920,0.0009886567
921,0.193866
922,0.21303254
923,0.009275649
924,3.0974276e-10
925,0.042162143
926,0.1967659
927,0.99945945
928,0.99363494
929,0.028062591
930,0.00392771
931,0.85903144
932,0.9867769
933,0.00013953664
934,0.0063755065
935,0.46796584
936,0.9996774
937,0.025394157
938,0.3126936
939,4.7418607e-07
940,0.9949896
941,0.98644733
942,2.923132e-07
943,0.9992459
944,0.99855524
945,0.15604582
946,4.6423503e-12
947,7.230383e-07
948,0.99961793
949,0.0016006579
950,0.025797557
951,2.6869438e-13
952,0.018058188
953,0.072284736
954,0.00074688223
955,0.03207687
956,0.99997246
957,0.99821293
958,1.1086229e-08
959,0.9961437
960,0.14591914
961,0.9932985
962,0.97925425
963,5.9421145e-06
964,0.00022118998
965,0.0015055664
966,0.99452823
967,0.019793507
968,6.2699615e-14
969,0.99857557
970,0.9509864
971,0.0010713965
972,0.00227535
973,0.99705803
974,0.00061619846
975,1.7181991e-08
976,3.4090832e-09
977,0.99747026
978,0.9995902
979,2.6080894e-08
980,0.8020313
981,0.9994624
982,0.993359
983,1.7469758e-05
984,0.547567
985,0.9944832
986,7.090318e-07
987,4.9151815e-08
988,2.93312e-08
989,0.9717845
990,7.5889347e-06
991,0.0008646498
992,0.9999614
993,0.9999622
994,7.019621e-05
995,6.7518204e-09
996,0.9836611
997,0.0050956346
998,0.95616657
999,0.9936639
1000,0.99243164
1001,5.0415285e-09
1002,0.88546216
1003,0.3218111
1004,0.008791192
1005,0.008127995
1006,0.9945755
1007,0.999882
1008,0.7595938
1009,0.9966119
1010,0.9284138
1011,0.9903375
1012,0.0038041454
1013,2.4457951e-09
1014,0.9860902
1015,0.99166894
1016,2.8212948e-05
1017,0.999987
1018,0.99970055
1019,5.5816343e-09
1020,0.9977991
1021,1.3100296e-12
1022,0.96529174
1023,6.4505038e-12
1024,0.97744286
1025,5.7885415e-11
1026,5.1292945e-06
1027,0.003697138
1028,8.140336e-09
1029,0.9997373
1030,2.8269352e-07
1031,1.22939445e-08
1032,1.7255205e-05
1033,0.99889624
1034,0.98875624
1035,0.9987804
1036,0.009723842
1037,1.6193369e-13
1038,2.9864514e-11
1039,0.9751887
1040,0.0004044329
1041,0.00084441144
1042,0.8205621
1043,0.9992544
1044,4.9978226e-09
1045,0.97682446
1046,6.3497296e-10
1047,0.073109075
1048,0.9812275
1049,1.6009448e-05
1050,0.9983291
1051,0.045274846
1052,0.9978441
1053,0.0028484708
1054,5.182263e-09
1055,0.034504868
1056,0.9999926
1057,0.9931906
1058,0.21472742
1059,0.9990728
1060,0.69874644
1061,0.99974126
1062,4.0901028e-07
1063,0.9994288
1064,0.99970824
1065,0.9994487
1066,0.99683833
1067,0.34297857
1068,0.991707
1069,0.20144503
1070,0.0021065783
1071,0.9999739
1072,1.8470116e-08
1073,0.5719121
1074,2.6657057e-11
1075,0.9966384
1076,0.0070398184
1077,0.99775356
1078,0.9971693
1079,0.0001850771
1080,0.00016771446
1081,0.009734845
1082,0.9295767
1083,0.9797769
1084,1.113806e-10
1085,0.64669746
1086,0.99932456
1087,0.9646208
1088,0.0107056545
1089,0.06539791
1090,1.08212025e-05
1091,0.000114220806
1092,0.940806
1093,5.926218e-07
1094,4.1847106e-13
1095,6.020334e-16
1096,0.01447824
1097,3.7703585e-10
1098,1.3023109e-09
1099,0.14921021
1100,1.327017e-05
1101,0.99954945
1102,0.99896157
1103,0.32641906
1104,0.00708759
1105,0.9983095
1106,0.9739233
1107,0.99714273
1108,4.0150283e-09
1109,0.0027598669
1110,0.0027969808
1111,2.8931536e-06
1112,0.08681552
1113,0.8479415
1114,2.3739095e-07
1115,0.43750632
1116,5.941737e-05
1117,0.99910307
1118,0.99999714
1119,0.999569
1120,0.9939061
1121,0.021708606
1122,0.99656075
1123,0.9984794
1124,0.9980088
1125,0.9893622
1126,1.1270367e-13
1127,0.0004969718
1128,1.1642192e-06
1129,0.00018789271
1130,0.999637
1131,0.9990146
1132,0.96184325
1133,0.9999676
1134,0.96308696
1135,5.1240195e-06
1136,7.4033683e-13
1137,0.99995005
1138,0.0010204235
1139,0.99941444
1140,0.059236046
1141,0.60075504
1142,6.1177656e-07
1143,0.9875327
1144,0.9999949
1145,0.99992573
1146,6.709702e-12
1147,0.9528349
1148,0.9993395
1149,0.99154437
1150,0.018969705
1151,2.9458735e-09
1152,0.22346272
1153,7.5529485e-08
1154,0.98552936
1155,0.9752329
1156,7.4175025e-13
1157,0.9656115
1158,0.9996081
1159,0.9299881
1160,0.99881196
1161,0.0041577164
1162,0.9991748
1163,5.472856e-11
1164,0.01197629
1165,0.00930243
1166,0.99861205
1167,7.694065e-11
1168,0.59863687
1169,5.146591e-18
1170,0.84555167
1171,0.9977252
1172,0.9999027
1173,4.815547e-07
1174,0.9985967
1175,2.413288e-13
1176,0.98706716
1177,0.9964903
1178,5.3873272e-08
1179,0.0005375053
1180,0.99993944
1181,4.7155084e-09
1182,0.022085657
1183,0.48678827
1184,0.99985564
1185,0.004332668
1186,0.9957808
1187,0.9999902
1188,0.0016300714
1189,0.017972589
1190,0.992675
1191,1.260718e-06
1192,0.9998691
1193,0.9833402
1194,0.9984028
1195,0.999271
1196,4.4906125e-07
1197,0.999608
1198,4.1966384e-08
1199,0.8854429
1200,0.00014611802
1201,0.0010896117
1202,0.36622328
1203,2.0620184e-13
1204,6.586763e-06
1205,2.5795984e-07
1206,9.139334e-11
1207,0.9907268
1208,0.99987507
1209,0.9954527
1210,0.99999774
1211,0.9993843
1212,0.9996581
1213,0.99662495
1214,0.00080517237
1215,0.00076231896
1216,0.3043993
1217,0.0038752274
1218,0.762377
1219,0.47666222
1220,0.9995548
1221,9.326077e-08
1222,3.5871327e-07
1223,0.013021157
1224,0.97836417
1225,0.0010469531
1226,0.00030384178
1227,0.0046660863
1228,0.0003024943
1229,0.02541109
1230,0.019688811
1231,5.4804764e-06
1232,1.3977467e-08
1233,0.9881543
1234,8.814994e-12
1235,0.0024274555
1236,4.883289e-06
1237,0.9999511
1238,4.8259456e-12
1239,0.9961881
1240,0.9887489
1241,0.002423604
1242,0.00010346357
1243,3.036214e-05
1244,0.97983354
1245,0.052020244
1246,0.9750592
1247,0.00023144575
1248,0.9966169
1249,0.999696
1250,0.0008549644
1251,0.9887588
1252,0.9243651
1253,3.0307669e-05
1254,0.000538299
1255,0.99968255
1256,4.5648817e-06
1257,0.9999443
1258,0.99944526
1259,0.9993716
1260,0.8056217
1261,0.0035895223
1262,0.93002015
1263,0.052348237
1264,0.991918
1265,0.99997413
1266,0.57691765
1267,0.99898833
1268,0.090036936
1269,0.13611436
1270,1.1732949e-13
1271,0.9987276
1272,0.99992454
1273,1.6988184e-06
1274,0.9908279
1275,0.99993014
1276,1.7950073e-05
1277,0.9981882
1278,0.9979511
1279,0.99927515
1280,0.007154485
1281,0.88932085
1282,0.9977927
1283,0.7417119
1284,0.99160635
1285,0.9995709
1286,0.9962608
1287,3.97649e-08
1288,6.298642e-11
1289,0.9466397
1290,2.3549013e-07
1291,0.99232846
1292,2.0527868e-11
1293,0.9908421
1294,0.9993498
1295,4.487342e-07
1296,0.99942577
1297,0.26088938
1298,2.1646576e-12
1299,0.095607385
1300,0.0006516442
1301,0.99622226
1302,5.677978e-15
1303,0.91632086
1304,0.92305833
1305,0.46988726
1306,2.360571e-05
1307,9.087647e-06
1308,0.9980367
1309,7.5930606e-05
1310,3.8810487e-08
1311,0.0060729873
1312,0.9919893
1313,5.951557e-12
1314,4.0393803e-07
1315,1.54549e-07
1316,0.00030798872
1317,0.99364495
1318,6.828429e-08
1319,0.054055218
1320,0.0015798603
1321,0.9861611
1322,0.0630744
1323,6.411559e-12
1324,0.9992767
1325,2.788459e-09
1326,0.07536851
1327,0.09614058
1328,5.0206306e-12
1329,0.9998913
1330,0.060163077
1331,4.235754e-05
1332,0.9946154
1333,2.1663378e-09
1334,0.9992785
1335,0.9889471
1336,0.92361075
1337,6.275122e-06
1338,0.14633138
1339,0.88089293
1340,4.871567e-08
1341,0.0022480472
1342,0.053536337
1343,0.9999428
1344,4.6867373e-07
1345,0.9942297
1346,8.693283e-10
1347,0.9999156
1348,0.9942346
1349,6.7102293e-15
1350,0.9998721
1351,4.216994e-06
1352,0.00034891182
1353,4.2869303e-07
1354,0.0007231516
1355,0.08108064
1356,0.9883763
1357,0.9915187
1358,0.019451614
1359,2.7923242e-08
1360,0.9933026
1361,0.8763237
1362,0.99938893
1363,0.99995255
1364,0.0016943305
1365,0.99787545
1366,0.38273466
1367,4.7786615e-09
1368,0.9879788
1369,0.030417126
1370,0.9463613
1371,5.3773954e-05
1372,0.00027825983
1373,1.3852963e-08
1374,0.00013884026
1375,0.99919564
1376,0.2569033
1377,0.00020263116
1378,0.99847025
1379,0.069045655
1380,0.99995995
1381,0.991829
1382,0.99467975
1383,0.97967315
1384,0.00054159155
1385,0.34153196
1386,0.95971316
1387,6.226241e-05
1388,0.9999
1389,0.0041909176
1390,0.9990633
1391,5.9692317e-13
1392,2.782195e-13
1393,0.9965982
1394,0.992121
1395,0.0006612061
1396,0.0016041626
1397,0.9253792
1398,0.9996784
1399,0.8851646
1400,0.18700597
1401,8.732541e-07
1402,0.0040291357
1403,0.9999515
1404,2.399793e-07
1405,0.0013122994
1406,0.8819773
1407,0.00034744135
1408,0.9328468
1409,0.99355376
1410,0.00029969576
1411,0.016288154
1412,0.99707806
1413,8.000656e-06
1414,0.9999788
1415,0.00018065976
1416,3.6972798e-09
1417,0.00010808326
1418,4.1676913e-08
1419,0.9998267
1420,0.013007047
1421,0.00036829652
1422,0.00013616195
1423,0.9997284
1424,5.4972906e-09
1425,6.9061918e-12
1426,0.89485425
1427,0.94290054
1428,0.95086426
1429,0.0008681145
1430,0.999073
1431,0.9995473
1432,0.012436341
1433,5.2124897e-06
1434,0.9872794
1435,0.9803593
1436,1.7549827e-06
1437,0.9999969
1438,0.96561784
1439,0.9935469
1440,0.9998363
1441,0.99673045
1442,0.98588806
1443,7.008632e-05
1444,0.99953234
1445,1.9496376e-05
1446,0.007948576
1447,4.004974e-11
1448,6.9534423e-09
1449,0.9957248
1450,0.99999154
1451,0.9939382
1452,0.9448422
1453,0.9589246
1454,0.0014536614
1455,0.99960834
1456,2.4459814e-07
1457,0.9957261
1458,0.9996226
1459,2.1871882e-09
1460,1.2273355e-07
1461,3.9656396e-07
1462,0.17640592
1463,0.98622036
1464,0.0002451116
1465,5.405066e-05
1466,3.2942597e-05
1467,0.99929893
1468,4.0229142e-10
1469,0.99992704
1470,0.9993235
1471,0.9974015
1472,0.99994123
1473,4.6871713e-17
1474,1.8728497e-10
1475,0.99514043
1476,3.31696e-08
1477,0.0011033205
1478,1.4093235e-10
1479,0.93729734
1480,0.0030696355
1481,2.1703164e-09
1482,0.22255939
1483,0.9997427
1484,0.9977043
1485,0.99887687
1486,0.9653999
1487,5.2479727e-09
1488,0.11924829
1489,0.9991541
1490,0.7242923
1491,3.4733515e-05
1492,0.958679
1493,5.044359e-07
1494,0.0012744312
1495,0.0021893377
1496,4.6312957e-07
1497,3.1487724e-07
1498,2.8748182e-05
1499,0.9978948
1500,0.013948159
1501,3.2464822e-08
1502,9.054031e-09
1503,1.5893835e-05
1504,0.94640326
1505,0.99682534
1506,3.671781e-14
1507,0.9968616
1508,2.516144e-07
1509,0.0005510298
1510,0.99379563
1511,0.023315275
1512,0.9998673
1513,4.704512e-13
1514,1.3961638e-12
1515,4.6117275e-05
1516,0.9875832
1517,0.92882884
1518,4.5482372e-07
1519,0.008051843
1520,0.9991887
1521,0.0006645062
1522,0.016967358
1523,0.07907773
1524,4.3104924e-06
1525,0.97799385
1526,0.00066635705
1527,0.97021973
